#  lambda(micron)  Flux(Jy)  F_Er(Jy)  F_Norm_Er(Jy)
 13.97000   1.25000   0.29000   0.29000 
 13.97330   1.26000   0.29000   0.29000 
 13.97670   1.26000   0.29000   0.29000 
 13.98000   1.27000   0.29000   0.29000 
 13.98330   1.28000   0.29000   0.29000 
 13.98670   1.28000   0.29000   0.29000 
 13.99000   1.28000   0.29000   0.29000 
 13.99330   1.27000   0.30000   0.30000 
 13.99670   1.26000   0.30000   0.30000 
 14.00000   1.24000   0.30000   0.30000 
 14.00330   1.22000   0.30000   0.30000 
 14.00670   1.20000   0.30000   0.30000 
 14.01000   1.18000   0.30000   0.30000 
 14.01330   1.17000   0.30000   0.30000 
 14.01670   1.16000   0.30000   0.30000 
 14.02000   1.17000   0.30000   0.30000 
 14.02330   1.18000   0.30000   0.30000 
 14.02670   1.20000   0.30000   0.30000 
 14.03000   1.21000   0.30000   0.30000 
 14.03330   1.22000   0.30000   0.30000 
 14.03670   1.23000   0.30000   0.30000 
 14.04000   1.24000   0.30000   0.30000 
 14.04330   1.25000   0.30000   0.30000 
 14.04670   1.25000   0.30000   0.30000 
 14.05000   1.26000   0.30000   0.30000 
 14.05330   1.26000   0.30000   0.30000 
 14.05670   1.27000   0.30000   0.30000 
 14.06000   1.27000   0.30000   0.30000 
 14.06330   1.27000   0.30000   0.30000 
 14.06670   1.27000   0.30000   0.30000 
 14.07000   1.25000   0.30000   0.30000 
 14.07330   1.21000   0.30000   0.30000 
 14.07670   1.16000   0.30000   0.30000 
 14.08000   1.11000   0.30000   0.30000 
 14.08330   1.05000   0.30000   0.30000 
 14.08670   0.98000   0.30000   0.30000 
 14.09000   0.93000   0.30000   0.30000 
 14.09330   0.87000   0.30000   0.30000 
 14.09670   0.82000   0.30000   0.30000 
 14.10000   0.78000   0.30000   0.30000 
 14.10330   0.75000   0.30000   0.30000 
 14.10670   0.73000   0.30000   0.30000 
 14.11000   0.72000   0.30000   0.30000 
 14.11330   0.72000   0.30000   0.30000 
 14.11670   0.74000   0.30000   0.30000 
 14.12000   0.77000   0.30000   0.30000 
 14.12330   0.82000   0.31000   0.31000 
 14.12670   0.87000   0.31000   0.31000 
 14.13000   0.93000   0.31000   0.31000 
 14.13330   0.98000   0.31000   0.31000 
 14.13670   1.02000   0.31000   0.31000 
 14.14000   1.04000   0.31000   0.31000 
 14.14330   1.05000   0.31000   0.31000 
 14.14670   1.05000   0.31000   0.31000 
 14.15000   1.04000   0.31000   0.31000 
 14.15330   1.02000   0.31000   0.31000 
 14.15670   1.00000   0.31000   0.31000 
 14.16000   0.97000   0.31000   0.31000 
 14.16330   0.94000   0.31000   0.31000 
 14.16670   0.92000   0.31000   0.31000 
 14.17000   0.90000   0.31000   0.31000 
 14.17330   0.88000   0.31000   0.31000 
 14.17670   0.87000   0.31000   0.31000 
 14.18000   0.87000   0.31000   0.31000 
 14.18330   0.87000   0.31000   0.31000 
 14.18670   0.88000   0.31000   0.31000 
 14.19000   0.89000   0.31000   0.31000 
 14.19330   0.90000   0.31000   0.31000 
 14.19670   0.91000   0.31000   0.31000 
 14.20000   0.92000   0.31000   0.31000 
 14.20330   0.92000   0.31000   0.31000 
 14.20670   0.92000   0.31000   0.31000 
 14.21000   0.93000   0.31000   0.31000 
 14.21330   0.92000   0.31000   0.31000 
 14.21670   0.93000   0.31000   0.31000 
 14.22000   0.94000   0.31000   0.31000 
 14.22330   0.95000   0.32000   0.32000 
 14.22670   0.96000   0.32000   0.32000 
 14.23000   0.98000   0.32000   0.32000 
 14.23330   1.01000   0.32000   0.32000 
 14.23670   1.05000   0.32000   0.32000 
 14.24000   1.10000   0.32000   0.32000 
 14.24330   1.16000   0.32000   0.32000 
 14.24670   1.22000   0.32000   0.32000 
 14.25000   1.30000   0.32000   0.32000 
 14.25330   1.38000   0.32000   0.32000 
 14.25670   1.46000   0.32000   0.32000 
 14.26000   1.53000   0.32000   0.32000 
 14.26330   1.59000   0.32000   0.32000 
 14.26670   1.63000   0.32000   0.32000 
 14.27000   1.65000   0.32000   0.32000 
 14.27330   1.66000   0.32000   0.32000 
 14.27670   1.65000   0.32000   0.32000 
 14.28000   1.62000   0.32000   0.32000 
 14.28330   1.60000   0.32000   0.32000 
 14.28670   1.57000   0.32000   0.32000 
 14.29000   1.54000   0.32000   0.32000 
 14.29330   1.52000   0.32000   0.32000 
 14.29670   1.51000   0.32000   0.32000 
 14.30000   1.50000   0.32000   0.32000 
 14.30330   1.51000   0.32000   0.32000 
 14.30670   1.54000   0.32000   0.32000 
 14.31000   1.57000   0.32000   0.32000 
 14.31330   1.62000   0.32000   0.32000 
 14.31670   1.67000   0.32000   0.32000 
 14.32000   1.72000   0.33000   0.33000 
 14.32330   1.75000   0.33000   0.33000 
 14.32670   1.77000   0.33000   0.33000 
 14.33000   1.77000   0.33000   0.33000 
 14.33330   1.75000   0.33000   0.33000 
 14.33670   1.70000   0.33000   0.33000 
 14.34000   1.63000   0.33000   0.33000 
 14.34330   1.55000   0.33000   0.33000 
 14.34670   1.45000   0.33000   0.33000 
 14.35000   1.34000   0.33000   0.33000 
 14.35330   1.23000   0.33000   0.33000 
 14.35670   1.11000   0.33000   0.33000 
 14.36000   1.00000   0.33000   0.33000 
 14.36330   0.88000   0.33000   0.33000 
 14.36670   0.77000   0.33000   0.33000 
 14.37000   0.67000   0.33000   0.33000 
 14.37330   0.58000   0.33000   0.33000 
 14.37670   0.51000   0.33000   0.33000 
 14.38000   0.46000   0.33000   0.33000 
 14.38330   0.43000   0.33000   0.33000 
 14.38670   0.41000   0.33000   0.33000 
 14.39000   0.40000   0.33000   0.33000 
 14.39330   0.38000   0.33000   0.33000 
 14.39670   0.36000   0.33000   0.33000 
 14.40000   0.33000   0.33000   0.33000 
 14.40330   0.29000   0.33000   0.33000 
 14.40670   0.24000   0.33000   0.33000 
 14.41000   0.18000   0.33000   0.33000 
 14.41330   0.11000   0.33000   0.33000 
 14.41670   0.04000   0.33000   0.33000 
 14.42000  -0.03000   0.33000   0.33000 
 14.42330  -0.11000   0.34000   0.34000 
 14.42670  -0.18000   0.34000   0.34000 
 14.43000  -0.25000   0.34000   0.34000 
 14.43330  -0.30000   0.34000   0.34000 
 14.43670  -0.33000   0.34000   0.34000 
 14.44000  -0.33000   0.34000   0.34000 
 14.44330  -0.31000   0.34000   0.34000 
 14.44670  -0.27000   0.34000   0.34000 
 14.45000  -0.20000   0.34000   0.34000 
 14.45330  -0.13000   0.34000   0.34000 
 14.45670  -0.07000   0.34000   0.34000 
 14.46000  -0.02000   0.34000   0.34000 
 14.46330   0.01000   0.34000   0.34000 
 14.46670   0.02000   0.34000   0.34000 
 14.47000   0.01000   0.34000   0.34000 
 14.47330  -0.02000   0.34000   0.34000 
 14.47670  -0.06000   0.34000   0.34000 
 14.48000  -0.11000   0.34000   0.34000 
 14.48330  -0.17000   0.34000   0.34000 
 14.48670  -0.23000   0.34000   0.34000 
 14.49000  -0.29000   0.34000   0.34000 
 14.49330  -0.34000   0.34000   0.34000 
 14.49670  -0.37000   0.34000   0.34000 
 14.50000  -0.38000   0.34000   0.34000 
 14.50330  -0.36000   0.34000   0.34000 
 14.50670  -0.30000   0.34000   0.34000 
 14.51000  -0.21000   0.34000   0.34000 
 14.51330  -0.11000   0.34000   0.34000 
 14.51670   0.01000   0.34000   0.34000 
 14.52000   0.12000   0.34000   0.34000 
 14.52330   0.22000   0.34000   0.34000 
 14.52670   0.30000   0.34000   0.34000 
 14.53000   0.36000   0.34000   0.34000 
 14.53330   0.40000   0.34000   0.34000 
 14.53670   0.43000   0.34000   0.34000 
 14.54000   0.44000   0.34000   0.34000 
 14.54330   0.46000   0.34000   0.34000 
 14.54670   0.47000   0.35000   0.35000 
 14.55000   0.50000   0.35000   0.35000 
 14.55330   0.55000   0.35000   0.35000 
 14.55670   0.62000   0.35000   0.35000 
 14.56000   0.72000   0.35000   0.35000 
 14.56330   0.86000   0.35000   0.35000 
 14.56670   1.03000   0.35000   0.35000 
 14.57000   1.22000   0.35000   0.35000 
 14.57330   1.42000   0.35000   0.35000 
 14.57670   1.61000   0.35000   0.35000 
 14.58000   1.77000   0.35000   0.35000 
 14.58330   1.89000   0.35000   0.35000 
 14.58670   1.97000   0.35000   0.35000 
 14.59000   2.02000   0.35000   0.35000 
 14.59330   2.02000   0.35000   0.35000 
 14.59670   1.99000   0.35000   0.35000 
 14.60000   1.95000   0.35000   0.35000 
 14.60330   1.88000   0.35000   0.35000 
 14.60670   1.80000   0.35000   0.35000 
 14.61000   1.72000   0.35000   0.35000 
 14.61330   1.65000   0.35000   0.35000 
 14.61670   1.58000   0.35000   0.35000 
 14.62000   1.54000   0.35000   0.35000 
 14.62330   1.53000   0.35000   0.35000 
 14.62670   1.56000   0.35000   0.35000 
 14.63000   1.63000   0.35000   0.35000 
 14.63330   1.73000   0.35000   0.35000 
 14.63670   1.86000   0.35000   0.35000 
 14.64000   1.99000   0.35000   0.35000 
 14.64330   2.11000   0.35000   0.35000 
 14.64670   2.19000   0.35000   0.35000 
 14.65000   2.24000   0.35000   0.35000 
 14.65330   2.25000   0.35000   0.35000 
 14.65670   2.22000   0.35000   0.35000 
 14.66000   2.15000   0.35000   0.35000 
 14.66330   2.06000   0.35000   0.35000 
 14.66670   1.95000   0.35000   0.35000 
 14.67000   1.83000   0.35000   0.35000 
 14.67330   1.71000   0.35000   0.35000 
 14.67670   1.60000   0.35000   0.35000 
 14.68000   1.50000   0.35000   0.35000 
 14.68330   1.43000   0.35000   0.35000 
 14.68670   1.40000   0.35000   0.35000 
 14.69000   1.39000   0.35000   0.35000 
 14.69330   1.41000   0.35000   0.35000 
 14.69670   1.46000   0.35000   0.35000 
 14.70000   1.52000   0.35000   0.35000 
 14.70330   1.57000   0.35000   0.35000 
 14.70670   1.61000   0.35000   0.35000 
 14.71000   1.63000   0.35000   0.35000 
 14.71330   1.62000   0.36000   0.36000 
 14.71670   1.58000   0.36000   0.36000 
 14.72000   1.53000   0.36000   0.36000 
 14.72330   1.45000   0.36000   0.36000 
 14.72670   1.36000   0.36000   0.36000 
 14.73000   1.26000   0.36000   0.36000 
 14.73330   1.17000   0.36000   0.36000 
 14.73670   1.09000   0.36000   0.36000 
 14.74000   1.03000   0.36000   0.36000 
 14.74330   0.99000   0.36000   0.36000 
 14.74670   0.99000   0.36000   0.36000 
 14.75000   1.02000   0.36000   0.36000 
 14.75330   1.08000   0.36000   0.36000 
 14.75670   1.18000   0.36000   0.36000 
 14.76000   1.28000   0.36000   0.36000 
 14.76330   1.38000   0.36000   0.36000 
 14.76670   1.45000   0.36000   0.36000 
 14.77000   1.47000   0.36000   0.36000 
 14.77330   1.45000   0.36000   0.36000 
 14.77670   1.40000   0.36000   0.36000 
 14.78000   1.31000   0.36000   0.36000 
 14.78330   1.19000   0.36000   0.36000 
 14.78670   1.07000   0.36000   0.36000 
 14.79000   0.93000   0.36000   0.36000 
 14.79330   0.79000   0.36000   0.36000 
 14.79670   0.65000   0.36000   0.36000 
 14.80000   0.51000   0.36000   0.36000 
 14.80330   0.38000   0.36000   0.36000 
 14.80670   0.26000   0.36000   0.36000 
 14.81000   0.16000   0.36000   0.36000 
 14.81330   0.09000   0.36000   0.36000 
 14.81670   0.05000   0.36000   0.36000 
 14.82000   0.05000   0.36000   0.36000 
 14.82330   0.08000   0.36000   0.36000 
 14.82670   0.14000   0.36000   0.36000 
 14.83000   0.20000   0.36000   0.36000 
 14.83330   0.27000   0.36000   0.36000 
 14.83670   0.32000   0.36000   0.36000 
 14.84000   0.37000   0.36000   0.36000 
 14.84330   0.39000   0.36000   0.36000 
 14.84670   0.41000   0.36000   0.36000 
 14.85000   0.41000   0.36000   0.36000 
 14.85330   0.40000   0.36000   0.36000 
 14.85670   0.39000   0.36000   0.36000 
 14.86000   0.38000   0.37000   0.37000 
 14.86330   0.37000   0.37000   0.37000 
 14.86670   0.37000   0.37000   0.37000 
 14.87000   0.38000   0.37000   0.37000 
 14.87330   0.40000   0.37000   0.37000 
 14.87670   0.44000   0.37000   0.37000 
 14.88000   0.49000   0.37000   0.37000 
 14.88330   0.54000   0.37000   0.37000 
 14.88670   0.60000   0.37000   0.37000 
 14.89000   0.65000   0.37000   0.37000 
 14.89330   0.69000   0.37000   0.37000 
 14.89670   0.71000   0.37000   0.37000 
 14.90000   0.72000   0.37000   0.37000 
 14.90330   0.70000   0.37000   0.37000 
 14.90670   0.67000   0.37000   0.37000 
 14.91000   0.61000   0.37000   0.37000 
 14.91330   0.54000   0.37000   0.37000 
 14.91670   0.45000   0.37000   0.37000 
 14.92000   0.35000   0.37000   0.37000 
 14.92330   0.25000   0.37000   0.37000 
 14.92670   0.14000   0.37000   0.37000 
 14.93000   0.04000   0.37000   0.37000 
 14.93330  -0.04000   0.37000   0.37000 
 14.93670  -0.09000   0.37000   0.37000 
 14.94000  -0.11000   0.37000   0.37000 
 14.94330  -0.10000   0.37000   0.37000 
 14.94670  -0.05000   0.37000   0.37000 
 14.95000   0.03000   0.37000   0.37000 
 14.95330   0.12000   0.37000   0.37000 
 14.95670   0.21000   0.38000   0.38000 
 14.96000   0.30000   0.38000   0.38000 
 14.96330   0.36000   0.38000   0.38000 
 14.96670   0.40000   0.38000   0.38000 
 14.97000   0.42000   0.38000   0.38000 
 14.97330   0.42000   0.38000   0.38000 
 14.97670   0.40000   0.38000   0.38000 
 14.98000   0.37000   0.38000   0.38000 
 14.98330   0.32000   0.38000   0.38000 
 14.98670   0.27000   0.38000   0.38000 
 14.99000   0.21000   0.38000   0.38000 
 14.99330   0.15000   0.38000   0.38000 
 14.99670   0.09000   0.38000   0.38000 
 15.00000   0.05000   0.38000   0.38000 
 15.00330   0.02000   0.38000   0.38000 
 15.00670   0.02000   0.38000   0.38000 
 15.01000   0.04000   0.38000   0.38000 
 15.01330   0.09000   0.38000   0.38000 
 15.01670   0.15000   0.38000   0.38000 
 15.02000   0.23000   0.38000   0.38000 
 15.02330   0.31000   0.38000   0.38000 
 15.02670   0.39000   0.38000   0.38000 
 15.03000   0.45000   0.39000   0.39000 
 15.03330   0.49000   0.39000   0.39000 
 15.03670   0.51000   0.39000   0.39000 
 15.04000   0.50000   0.39000   0.39000 
 15.04330   0.47000   0.39000   0.39000 
 15.04670   0.41000   0.39000   0.39000 
 15.05000   0.32000   0.39000   0.39000 
 15.05330   0.23000   0.39000   0.39000 
 15.05670   0.12000   0.39000   0.39000 
 15.06000   0.01000   0.39000   0.39000 
 15.06330  -0.09000   0.39000   0.39000 
 15.06670  -0.17000   0.39000   0.39000 
 15.07000  -0.22000   0.39000   0.39000 
 15.07330  -0.24000   0.39000   0.39000 
 15.07670  -0.22000   0.39000   0.39000 
 15.08000  -0.18000   0.39000   0.39000 
 15.08330  -0.12000   0.39000   0.39000 
 15.08670  -0.06000   0.39000   0.39000 
 15.09000   0.00000   0.39000   0.39000 
 15.09330   0.05000   0.40000   0.40000 
 15.09670   0.09000   0.40000   0.40000 
 15.10000   0.12000   0.40000   0.40000 
 15.10330   0.13000   0.40000   0.40000 
 15.10670   0.12000   0.40000   0.40000 
 15.11000   0.10000   0.40000   0.40000 
 15.11330   0.06000   0.40000   0.40000 
 15.11670   0.02000   0.40000   0.40000 
 15.12000  -0.03000   0.40000   0.40000 
 15.12330  -0.07000   0.40000   0.40000 
 15.12670  -0.10000   0.40000   0.40000 
 15.13000  -0.11000   0.40000   0.40000 
 15.13330  -0.10000   0.40000   0.40000 
 15.13670  -0.08000   0.40000   0.40000 
 15.14000  -0.04000   0.40000   0.40000 
 15.14330   0.02000   0.40000   0.40000 
 15.14670   0.07000   0.41000   0.41000 
 15.15000   0.12000   0.41000   0.41000 
 15.15330   0.16000   0.41000   0.41000 
 15.15670   0.18000   0.41000   0.41000 
 15.16000   0.19000   0.41000   0.41000 
 15.16330   0.18000   0.41000   0.41000 
 15.16670   0.16000   0.41000   0.41000 
 15.17000   0.12000   0.41000   0.41000 
 15.17330   0.06000   0.41000   0.41000 
 15.17670   0.00000   0.41000   0.41000 
 15.18000  -0.07000   0.41000   0.41000 
 15.18330  -0.13000   0.41000   0.41000 
 15.18670  -0.19000   0.41000   0.41000 
 15.19000  -0.23000   0.41000   0.41000 
 15.19330  -0.25000   0.42000   0.42000 
 15.19670  -0.25000   0.42000   0.42000 
 15.20000  -0.23000   0.42000   0.42000 
 15.20330  -0.19000   0.42000   0.42000 
 15.20670  -0.13000   0.42000   0.42000 
 15.21000  -0.08000   0.42000   0.42000 
 15.21330  -0.02000   0.42000   0.42000 
 15.21670   0.03000   0.42000   0.42000 
 15.22000   0.07000   0.42000   0.42000 
 15.22330   0.10000   0.42000   0.42000 
 15.22670   0.11000   0.42000   0.42000 
 15.23000   0.09000   0.42000   0.42000 
 15.23330   0.06000   0.42000   0.42000 
 15.23670   0.00000   0.42000   0.42000 
 15.24000  -0.07000   0.42000   0.42000 
 15.24330  -0.15000   0.43000   0.43000 
 15.24670  -0.24000   0.43000   0.43000 
 15.25000  -0.33000   0.43000   0.43000 
 15.25330  -0.41000   0.43000   0.43000 
 15.25670  -0.47000   0.43000   0.43000 
 15.26000  -0.51000   0.43000   0.43000 
 15.26330  -0.53000   0.43000   0.43000 
 15.26670  -0.54000   0.43000   0.43000 
 15.27000  -0.55000   0.43000   0.43000 
 15.27330  -0.57000   0.43000   0.43000 
 15.27670  -0.58000   0.43000   0.43000 
 15.28000  -0.61000   0.43000   0.43000 
 15.28330  -0.65000   0.43000   0.43000 
 15.28670  -0.71000   0.44000   0.44000 
 15.29000  -0.78000   0.44000   0.44000 
 15.29330  -0.86000   0.44000   0.44000 
 15.29670  -0.96000   0.44000   0.44000 
 15.30000  -1.05000   0.44000   0.44000 
 15.30330  -1.15000   0.44000   0.44000 
 15.30670  -1.23000   0.44000   0.44000 
 15.31000  -1.28000   0.44000   0.44000 
 15.31330  -1.30000   0.44000   0.44000 
 15.31670  -1.28000   0.44000   0.44000 
 15.32000  -1.23000   0.44000   0.44000 
 15.32330  -1.15000   0.44000   0.44000 
 15.32670  -1.07000   0.44000   0.44000 
 15.33000  -0.99000   0.44000   0.44000 
 15.33330  -0.94000   0.45000   0.45000 
 15.33670  -0.90000   0.45000   0.45000 
 15.34000  -0.90000   0.45000   0.45000 
 15.34330  -0.91000   0.45000   0.45000 
 15.34670  -0.95000   0.45000   0.45000 
 15.35000  -1.00000   0.45000   0.45000 
 15.35330  -1.06000   0.45000   0.45000 
 15.35670  -1.11000   0.45000   0.45000 
 15.36000  -1.17000   0.45000   0.45000 
 15.36330  -1.21000   0.45000   0.45000 
 15.36670  -1.23000   0.45000   0.45000 
 15.37000  -1.23000   0.45000   0.45000 
 15.37330  -1.22000   0.45000   0.45000 
 15.37670  -1.20000   0.45000   0.45000 
 15.38000  -1.17000   0.46000   0.46000 
 15.38330  -1.14000   0.46000   0.46000 
 15.38670  -1.12000   0.46000   0.46000 
 15.39000  -1.11000   0.46000   0.46000 
 15.39330  -1.11000   0.46000   0.46000 
 15.39670  -1.12000   0.46000   0.46000 
 15.40000  -1.13000   0.46000   0.46000 
 15.40330  -1.15000   0.46000   0.46000 
 15.40670  -1.18000   0.46000   0.46000 
 15.41000  -1.23000   0.46000   0.46000 
 15.41330  -1.28000   0.46000   0.46000 
 15.41670  -1.35000   0.46000   0.46000 
 15.42000  -1.41000   0.46000   0.46000 
 15.42330  -1.49000   0.46000   0.46000 
 15.42670  -1.56000   0.47000   0.47000 
 15.43000  -1.63000   0.47000   0.47000 
 15.43330  -1.68000   0.47000   0.47000 
 15.43670  -1.73000   0.47000   0.47000 
 15.44000  -1.77000   0.47000   0.47000 
 15.44330  -1.80000   0.47000   0.47000 
 15.44670  -1.84000   0.47000   0.47000 
 15.45000  -1.88000   0.47000   0.47000 
 15.45330  -1.93000   0.47000   0.47000 
 15.45670  -1.97000   0.47000   0.47000 
 15.46000  -2.01000   0.47000   0.47000 
 15.46330  -2.05000   0.47000   0.47000 
 15.46670  -2.07000   0.47000   0.47000 
 15.47000  -2.07000   0.47000   0.47000 
 15.47330  -2.05000   0.47000   0.47000 
 15.47670  -1.99000   0.48000   0.48000 
 15.48000  -1.90000   0.48000   0.48000 
 15.48330  -1.75000   0.48000   0.48000 
 15.48670  -1.53000   0.48000   0.48000 
 15.49000  -1.23000   0.48000   0.48000 
 15.49330  -0.84000   0.48000   0.48000 
 15.49670  -0.38000   0.48000   0.48000 
 15.50000   0.14000   0.48000   0.48000 
 15.50330   0.71000   0.48000   0.48000 
 15.50670   1.28000   0.48000   0.48000 
 15.51000   1.84000   0.48000   0.48000 
 15.51330   2.38000   0.48000   0.48000 
 15.51670   2.89000   0.48000   0.48000 
 15.52000   3.40000   0.48000   0.48000 
