#  lambda(micron)  Flux(Jy)  F_Er(Jy)  F_Norm_Er(Jy)
 12.57600   2.00000   1.05000   1.05000 
 12.57800   2.06000   1.05000   1.05000 
 12.58000   2.05000   1.05000   1.05000 
 12.58200   1.97000   1.05000   1.05000 
 12.58400   1.86000   1.05000   1.05000 
 12.58600   1.76000   1.05000   1.05000 
 12.58800   1.68000   1.05000   1.05000 
 12.59000   1.65000   1.05000   1.05000 
 12.59200   1.69000   1.05000   1.05000 
 12.59400   1.77000   1.05000   1.05000 
 12.59600   1.93000   1.05000   1.05000 
 12.59800   2.13000   1.05000   1.05000 
 12.60000   2.38000   1.05000   1.05000 
 12.60200   2.65000   1.05000   1.05000 
 11.91000  -0.27000   1.13000   1.13000 
 11.91330  -0.13000   1.13000   1.13000 
 11.91670   0.05000   1.13000   1.13000 
 11.92000   0.29000   1.13000   1.13000 
 11.92330   0.57000   1.13000   1.13000 
 11.92670   0.86000   1.13000   1.13000 
 11.93000   1.15000   1.13000   1.13000 
 11.93330   1.40000   1.13000   1.13000 
 11.93670   1.58000   1.13000   1.13000 
 11.94000   1.70000   1.12000   1.12000 
 11.94330   1.75000   1.12000   1.12000 
 11.94670   1.74000   1.12000   1.12000 
 11.95000   1.68000   1.12000   1.12000 
 11.95330   1.60000   1.12000   1.12000 
 11.95670   1.51000   1.12000   1.12000 
 11.96000   1.44000   1.12000   1.12000 
 11.96330   1.40000   1.12000   1.12000 
 11.96670   1.38000   1.12000   1.12000 
 11.97000   1.41000   1.12000   1.12000 
 11.97330   1.47000   1.11000   1.11000 
 11.97670   1.56000   1.11000   1.11000 
 11.98000   1.67000   1.11000   1.11000 
 11.98330   1.79000   1.11000   1.11000 
 11.98670   1.91000   1.11000   1.11000 
 11.99000   2.02000   1.11000   1.11000 
 11.99330   2.10000   1.11000   1.11000 
 11.99670   2.16000   1.11000   1.11000 
 12.00000   2.20000   1.10000   1.10000 
 12.00330   2.22000   1.10000   1.10000 
 12.00670   2.23000   1.10000   1.10000 
 12.01000   2.23000   1.10000   1.10000 
 12.01330   2.23000   1.10000   1.10000 
 12.01670   2.23000   1.10000   1.10000 
 12.02000   2.25000   1.10000   1.10000 
 12.02330   2.27000   1.10000   1.10000 
 12.02670   2.32000   1.09000   1.09000 
 12.03000   2.37000   1.09000   1.09000 
 12.03330   2.44000   1.09000   1.09000 
 12.03670   2.52000   1.09000   1.09000 
 12.04000   2.61000   1.09000   1.09000 
 12.04330   2.70000   1.09000   1.09000 
 12.04670   2.77000   1.09000   1.09000 
 12.05000   2.83000   1.09000   1.09000 
 12.05330   2.86000   1.08000   1.08000 
 12.05670   2.89000   1.08000   1.08000 
 12.06000   2.90000   1.08000   1.08000 
 12.06330   2.90000   1.08000   1.08000 
 12.06670   2.90000   1.08000   1.08000 
 12.07000   2.92000   1.08000   1.08000 
 12.07330   2.93000   1.07000   1.07000 
 12.07670   2.97000   1.07000   1.07000 
 12.08000   3.01000   1.07000   1.07000 
 12.08330   3.09000   1.07000   1.07000 
 12.08670   3.19000   1.07000   1.07000 
 12.09000   3.32000   1.07000   1.07000 
 12.09330   3.48000   1.07000   1.07000 
 12.09670   3.67000   1.06000   1.06000 
 12.10000   3.89000   1.06000   1.06000 
 12.10330   4.12000   1.06000   1.06000 
 12.10670   4.32000   1.06000   1.06000 
 12.11000   4.49000   1.06000   1.06000 
 12.11330   4.59000   1.06000   1.06000 
 12.11670   4.61000   1.05000   1.05000 
 12.12000   4.55000   1.05000   1.05000 
 12.12330   4.41000   1.05000   1.05000 
 12.12670   4.22000   1.05000   1.05000 
 12.13000   3.98000   1.05000   1.05000 
 12.13330   3.73000   1.04000   1.04000 
 12.13670   3.47000   1.04000   1.04000 
 12.14000   3.22000   1.04000   1.04000 
 12.14330   2.98000   1.04000   1.04000 
 12.14670   2.76000   1.04000   1.04000 
 12.15000   2.55000   1.04000   1.04000 
 12.15330   2.38000   1.03000   1.03000 
 12.15670   2.24000   1.03000   1.03000 
 12.16000   2.14000   1.03000   1.03000 
 12.16330   2.09000   1.03000   1.03000 
 12.16670   2.09000   1.03000   1.03000 
 12.17000   2.15000   1.02000   1.02000 
 12.17330   2.24000   1.02000   1.02000 
 12.17670   2.34000   1.02000   1.02000 
 12.18000   2.43000   1.02000   1.02000 
 12.18330   2.48000   1.02000   1.02000 
 12.18670   2.49000   1.01000   1.01000 
 12.19000   2.43000   1.01000   1.01000 
 12.19330   2.33000   1.01000   1.01000 
 12.19670   2.18000   1.01000   1.01000 
 12.20000   2.01000   1.01000   1.01000 
 12.20330   1.82000   1.00000   1.00000 
 12.20670   1.62000   1.00000   1.00000 
 12.21000   1.42000   1.00000   1.00000 
 12.21330   1.21000   1.00000   1.00000 
 12.21670   1.01000   1.00000   1.00000 
 12.22000   0.81000   0.99000   0.99000 
 12.22330   0.61000   0.99000   0.99000 
 12.22670   0.45000   0.99000   0.99000 
 12.23000   0.32000   0.99000   0.99000 
 12.23330   0.22000   0.99000   0.99000 
 12.23670   0.17000   0.98000   0.98000 
 12.24000   0.17000   0.98000   0.98000 
 12.24330   0.18000   0.98000   0.98000 
 12.24670   0.20000   0.98000   0.98000 
 12.25000   0.20000   0.97000   0.97000 
 12.25330   0.18000   0.97000   0.97000 
 12.25670   0.12000   0.97000   0.97000 
 12.26000   0.04000   0.97000   0.97000 
 12.26330  -0.05000   0.97000   0.97000 
 12.26670  -0.15000   0.96000   0.96000 
 12.27000  -0.26000   0.96000   0.96000 
 12.27330  -0.37000   0.96000   0.96000 
 12.27670  -0.49000   0.96000   0.96000 
 12.28000  -0.63000   0.95000   0.95000 
 12.28330  -0.81000   0.95000   0.95000 
 12.28670  -1.01000   0.95000   0.95000 
 12.29000  -1.24000   0.95000   0.95000 
 12.29330  -1.48000   0.94000   0.94000 
 12.29670  -1.71000   0.94000   0.94000 
 12.30000  -1.91000   0.94000   0.94000 
 12.30330  -2.03000   0.94000   0.94000 
 12.30670  -2.07000   0.93000   0.93000 
 12.31000  -2.01000   0.93000   0.93000 
 12.31330  -1.87000   0.93000   0.93000 
 12.31670  -1.67000   0.93000   0.93000 
 12.32000  -1.47000   0.92000   0.92000 
 12.32330  -1.26000   0.92000   0.92000 
 12.32670  -1.05000   0.92000   0.92000 
 12.33000  -0.88000   0.92000   0.92000 
 12.33330  -0.74000   0.91000   0.91000 
 12.33670  -0.60000   0.91000   0.91000 
 12.34000  -0.49000   0.91000   0.91000 
 12.34330  -0.39000   0.91000   0.91000 
 12.34670  -0.30000   0.90000   0.90000 
 12.35000  -0.21000   0.90000   0.90000 
 12.35330  -0.12000   0.90000   0.90000 
 12.35670  -0.02000   0.90000   0.90000 
 12.36000   0.08000   0.89000   0.89000 
 12.36330   0.19000   0.89000   0.89000 
 12.36670   0.31000   0.89000   0.89000 
 12.37000   0.44000   0.89000   0.89000 
 12.37330   0.59000   0.88000   0.88000 
 12.37670   0.74000   0.88000   0.88000 
 12.38000   0.88000   0.88000   0.88000 
 12.38330   1.02000   0.88000   0.88000 
 12.38670   1.15000   0.87000   0.87000 
 12.39000   1.27000   0.87000   0.87000 
 12.39330   1.38000   0.87000   0.87000 
 12.39670   1.47000   0.86000   0.86000 
 12.40000   1.55000   0.86000   0.86000 
 12.40330   1.62000   0.86000   0.86000 
 12.40670   1.65000   0.86000   0.86000 
 12.41000   1.65000   0.85000   0.85000 
 12.41330   1.62000   0.85000   0.85000 
 12.41670   1.55000   0.85000   0.85000 
 12.42000   1.44000   0.85000   0.85000 
 12.42330   1.29000   0.84000   0.84000 
 12.42670   1.13000   0.84000   0.84000 
 12.43000   0.97000   0.84000   0.84000 
 12.43330   0.83000   0.83000   0.83000 
 12.43670   0.73000   0.83000   0.83000 
 12.44000   0.68000   0.83000   0.83000 
 12.44330   0.69000   0.83000   0.83000 
 12.44670   0.73000   0.82000   0.82000 
 12.45000   0.81000   0.82000   0.82000 
 12.45330   0.90000   0.82000   0.82000 
 12.45670   0.99000   0.82000   0.82000 
 12.46000   1.07000   0.81000   0.81000 
 12.46330   1.13000   0.81000   0.81000 
 12.46670   1.18000   0.81000   0.81000 
 12.47000   1.19000   0.80000   0.80000 
 12.47330   1.18000   0.80000   0.80000 
 12.47670   1.13000   0.80000   0.80000 
 12.48000   1.05000   0.80000   0.80000 
 12.48330   0.95000   0.79000   0.79000 
 12.48670   0.83000   0.79000   0.79000 
 12.49000   0.71000   0.79000   0.79000 
 12.49330   0.61000   0.78000   0.78000 
 12.49670   0.53000   0.78000   0.78000 
 12.50000   0.49000   0.78000   0.78000 
 12.50330   0.50000   0.78000   0.78000 
 12.50670   0.54000   0.77000   0.77000 
 12.51000   0.61000   0.77000   0.77000 
 12.51330   0.70000   0.77000   0.77000 
 12.51670   0.81000   0.76000   0.76000 
 12.52000   0.91000   0.76000   0.76000 
 12.52330   1.00000   0.76000   0.76000 
 12.52670   1.09000   0.76000   0.76000 
 12.53000   1.16000   0.75000   0.75000 
 12.53330   1.21000   0.75000   0.75000 
 12.53670   1.24000   0.75000   0.75000 
 12.54000   1.24000   0.74000   0.74000 
 12.54330   1.21000   0.74000   0.74000 
 12.54670   1.15000   0.74000   0.74000 
 12.55000   1.06000   0.74000   0.74000 
 12.55330   0.96000   0.73000   0.73000 
 12.55670   0.86000   0.73000   0.73000 
 12.56000   0.78000   0.73000   0.73000 
 12.56330   0.73000   0.73000   0.73000 
 12.56670   0.73000   0.72000   0.72000 
 12.57000   0.78000   0.72000   0.72000 
 12.57330   0.88000   0.72000   0.72000 
 12.57670   1.01000   0.71000   0.71000 
 12.58000   1.16000   0.71000   0.71000 
 12.58330   1.33000   0.71000   0.71000 
 12.58670   1.49000   0.71000   0.71000 
 12.59000   1.64000   0.70000   0.70000 
 12.59330   1.77000   0.70000   0.70000 
 12.59670   1.88000   0.70000   0.70000 
 12.60000   1.95000   0.69000   0.69000 
 12.60330   1.99000   0.69000   0.69000 
 12.60670   1.99000   0.69000   0.69000 
 12.61000   1.94000   0.69000   0.69000 
 12.61330   1.84000   0.68000   0.68000 
 12.61670   1.72000   0.68000   0.68000 
 12.62000   1.56000   0.68000   0.68000 
 12.62330   1.40000   0.68000   0.68000 
 12.62670   1.26000   0.67000   0.67000 
 12.63000   1.13000   0.67000   0.67000 
 12.63330   1.05000   0.67000   0.67000 
 12.63670   1.01000   0.67000   0.67000 
 12.64000   1.02000   0.66000   0.66000 
 12.64330   1.07000   0.66000   0.66000 
 12.64670   1.16000   0.66000   0.66000 
 12.65000   1.27000   0.65000   0.65000 
 12.65330   1.39000   0.65000   0.65000 
 12.65670   1.52000   0.65000   0.65000 
 12.66000   1.64000   0.65000   0.65000 
 12.66330   1.75000   0.64000   0.64000 
 12.66670   1.83000   0.64000   0.64000 
 12.67000   1.88000   0.64000   0.64000 
 12.67330   1.89000   0.64000   0.64000 
 12.67670   1.86000   0.63000   0.63000 
 12.68000   1.81000   0.63000   0.63000 
 12.68330   1.73000   0.63000   0.63000 
 12.68670   1.64000   0.63000   0.63000 
 12.69000   1.57000   0.62000   0.62000 
 12.69330   1.53000   0.62000   0.62000 
 12.69670   1.51000   0.62000   0.62000 
 12.70000   1.52000   0.62000   0.62000 
 12.70330   1.55000   0.61000   0.61000 
 12.70670   1.59000   0.61000   0.61000 
 12.71000   1.64000   0.61000   0.61000 
 12.71330   1.67000   0.61000   0.61000 
 12.71670   1.69000   0.60000   0.60000 
 12.72000   1.68000   0.60000   0.60000 
 12.72330   1.65000   0.60000   0.60000 
 12.72670   1.59000   0.60000   0.60000 
 12.73000   1.50000   0.59000   0.59000 
 12.73330   1.37000   0.59000   0.59000 
 12.73670   1.22000   0.59000   0.59000 
 12.74000   1.04000   0.59000   0.59000 
 12.74330   0.85000   0.58000   0.58000 
 12.74670   0.67000   0.58000   0.58000 
 12.75000   0.52000   0.58000   0.58000 
 12.75330   0.41000   0.58000   0.58000 
 12.75670   0.37000   0.58000   0.58000 
 12.76000   0.39000   0.57000   0.57000 
 12.76330   0.46000   0.57000   0.57000 
 12.76670   0.58000   0.57000   0.57000 
 12.77000   0.74000   0.57000   0.57000 
 12.77330   0.91000   0.56000   0.56000 
 12.77670   1.11000   0.56000   0.56000 
 12.78000   1.31000   0.56000   0.56000 
 12.78330   1.52000   0.56000   0.56000 
 12.78670   1.72000   0.55000   0.55000 
 12.79000   1.91000   0.55000   0.55000 
 12.79330   2.08000   0.55000   0.55000 
 12.79670   2.20000   0.55000   0.55000 
 12.80000   2.27000   0.55000   0.55000 
 12.80330   2.28000   0.54000   0.54000 
 12.80670   2.19000   0.54000   0.54000 
 12.81000   2.02000   0.54000   0.54000 
 12.81330   1.79000   0.54000   0.54000 
 12.81670   1.53000   0.54000   0.54000 
 12.82000   1.27000   0.53000   0.53000 
 12.82330   1.04000   0.53000   0.53000 
 12.82670   0.87000   0.53000   0.53000 
 12.83000   0.76000   0.53000   0.53000 
 12.83330   0.72000   0.52000   0.52000 
 12.83670   0.74000   0.52000   0.52000 
 12.84000   0.82000   0.52000   0.52000 
 12.84330   0.94000   0.52000   0.52000 
 12.84670   1.10000   0.52000   0.52000 
 12.85000   1.28000   0.51000   0.51000 
 12.85330   1.47000   0.51000   0.51000 
 12.85670   1.65000   0.51000   0.51000 
 12.86000   1.80000   0.51000   0.51000 
 12.86330   1.91000   0.51000   0.51000 
 12.86670   1.98000   0.51000   0.51000 
 12.87000   1.98000   0.50000   0.50000 
 12.87330   1.93000   0.50000   0.50000 
 12.87670   1.83000   0.50000   0.50000 
 12.88000   1.72000   0.50000   0.50000 
 12.88330   1.61000   0.50000   0.50000 
 12.88670   1.52000   0.49000   0.49000 
 12.89000   1.46000   0.49000   0.49000 
 12.89330   1.43000   0.49000   0.49000 
 12.89670   1.43000   0.49000   0.49000 
 12.90000   1.45000   0.49000   0.49000 
 12.90330   1.49000   0.48000   0.48000 
 12.90670   1.53000   0.48000   0.48000 
 12.91000   1.57000   0.48000   0.48000 
 12.91330   1.62000   0.48000   0.48000 
 12.91670   1.66000   0.48000   0.48000 
 12.92000   1.70000   0.48000   0.48000 
 12.92330   1.72000   0.47000   0.47000 
 12.92670   1.74000   0.47000   0.47000 
 12.93000   1.75000   0.47000   0.47000 
 12.93330   1.75000   0.47000   0.47000 
 12.93670   1.75000   0.47000   0.47000 
 12.94000   1.76000   0.47000   0.47000 
 12.94330   1.78000   0.46000   0.46000 
 12.94670   1.82000   0.46000   0.46000 
 12.95000   1.87000   0.46000   0.46000 
 12.95330   1.94000   0.46000   0.46000 
 12.95670   2.03000   0.46000   0.46000 
 12.96000   2.12000   0.46000   0.46000 
 12.96330   2.22000   0.45000   0.45000 
 12.96670   2.32000   0.45000   0.45000 
 12.97000   2.43000   0.45000   0.45000 
 12.97330   2.54000   0.45000   0.45000 
 12.97670   2.65000   0.45000   0.45000 
 12.98000   2.76000   0.45000   0.45000 
 12.98330   2.88000   0.44000   0.44000 
 12.98670   3.00000   0.44000   0.44000 
 12.99000   3.12000   0.44000   0.44000 
 12.99330   3.22000   0.44000   0.44000 
 12.99670   3.30000   0.44000   0.44000 
 13.00000   3.35000   0.44000   0.44000 
 13.00330   3.37000   0.44000   0.44000 
 13.00670   3.36000   0.43000   0.43000 
 13.01000   3.32000   0.43000   0.43000 
 13.01330   3.27000   0.43000   0.43000 
 13.01670   3.20000   0.43000   0.43000 
 13.02000   3.15000   0.43000   0.43000 
 13.02330   3.09000   0.43000   0.43000 
 13.02670   3.03000   0.43000   0.43000 
 13.03000   2.97000   0.42000   0.42000 
 13.03330   2.90000   0.42000   0.42000 
 13.03670   2.83000   0.42000   0.42000 
 13.04000   2.75000   0.42000   0.42000 
 13.04330   2.66000   0.42000   0.42000 
 13.04670   2.57000   0.42000   0.42000 
 13.05000   2.47000   0.42000   0.42000 
 13.05330   2.36000   0.41000   0.41000 
 13.05670   2.26000   0.41000   0.41000 
 13.06000   2.15000   0.41000   0.41000 
 13.06330   2.05000   0.41000   0.41000 
 13.06670   1.96000   0.41000   0.41000 
 13.07000   1.89000   0.41000   0.41000 
 13.07330   1.84000   0.41000   0.41000 
 13.07670   1.81000   0.41000   0.41000 
 13.08000   1.81000   0.40000   0.40000 
 13.08330   1.81000   0.40000   0.40000 
 13.08670   1.82000   0.40000   0.40000 
 13.09000   1.84000   0.40000   0.40000 
 13.09330   1.85000   0.40000   0.40000 
 13.09670   1.84000   0.40000   0.40000 
 13.10000   1.83000   0.40000   0.40000 
 13.10330   1.80000   0.40000   0.40000 
 13.10670   1.75000   0.40000   0.40000 
 13.11000   1.69000   0.39000   0.39000 
 13.11330   1.61000   0.39000   0.39000 
 13.11670   1.51000   0.39000   0.39000 
 13.12000   1.40000   0.39000   0.39000 
 13.12330   1.28000   0.39000   0.39000 
 13.12670   1.15000   0.39000   0.39000 
 13.13000   1.04000   0.39000   0.39000 
 13.13330   0.94000   0.39000   0.39000 
 13.13670   0.86000   0.39000   0.39000 
 13.14000   0.82000   0.38000   0.38000 
 13.14330   0.80000   0.38000   0.38000 
 13.14670   0.82000   0.38000   0.38000 
 13.15000   0.85000   0.38000   0.38000 
 13.15330   0.91000   0.38000   0.38000 
 13.15670   0.97000   0.38000   0.38000 
 13.16000   1.03000   0.38000   0.38000 
 13.16330   1.09000   0.38000   0.38000 
 13.16670   1.14000   0.38000   0.38000 
 13.17000   1.17000   0.37000   0.37000 
 13.17330   1.17000   0.37000   0.37000 
 13.17670   1.15000   0.37000   0.37000 
 13.18000   1.11000   0.37000   0.37000 
 13.18330   1.05000   0.37000   0.37000 
 13.18670   0.98000   0.37000   0.37000 
 13.19000   0.90000   0.37000   0.37000 
 13.19330   0.83000   0.37000   0.37000 
 13.19670   0.77000   0.37000   0.37000 
 13.20000   0.72000   0.37000   0.37000 
 13.20330   0.68000   0.37000   0.37000 
 13.20670   0.64000   0.36000   0.36000 
 13.21000   0.61000   0.36000   0.36000 
 13.21330   0.57000   0.36000   0.36000 
 13.21670   0.54000   0.36000   0.36000 
 13.22000   0.50000   0.36000   0.36000 
 13.22330   0.46000   0.36000   0.36000 
 13.22670   0.42000   0.36000   0.36000 
 13.23000   0.39000   0.36000   0.36000 
 13.23330   0.35000   0.36000   0.36000 
 13.23670   0.32000   0.36000   0.36000 
 13.24000   0.28000   0.36000   0.36000 
 13.24330   0.25000   0.35000   0.35000 
 13.24670   0.23000   0.35000   0.35000 
 13.25000   0.20000   0.35000   0.35000 
 13.25330   0.18000   0.35000   0.35000 
 13.25670   0.18000   0.35000   0.35000 
 13.26000   0.17000   0.35000   0.35000 
 13.26330   0.18000   0.35000   0.35000 
 13.26670   0.20000   0.35000   0.35000 
 13.27000   0.23000   0.35000   0.35000 
 13.27330   0.27000   0.35000   0.35000 
 13.27670   0.31000   0.35000   0.35000 
 13.28000   0.35000   0.35000   0.35000 
 13.28330   0.39000   0.35000   0.35000 
 13.28670   0.43000   0.34000   0.34000 
 13.29000   0.47000   0.34000   0.34000 
 13.29330   0.49000   0.34000   0.34000 
 13.29670   0.51000   0.34000   0.34000 
 13.30000   0.53000   0.34000   0.34000 
 13.30330   0.53000   0.34000   0.34000 
 13.30670   0.52000   0.34000   0.34000 
 13.31000   0.51000   0.34000   0.34000 
 13.31330   0.49000   0.34000   0.34000 
 13.31670   0.47000   0.34000   0.34000 
 13.32000   0.48000   0.34000   0.34000 
 13.32330   0.49000   0.34000   0.34000 
 13.32670   0.53000   0.34000   0.34000 
 13.33000   0.60000   0.34000   0.34000 
 13.33330   0.67000   0.34000   0.34000 
 13.33670   0.75000   0.33000   0.33000 
 13.34000   0.84000   0.33000   0.33000 
 13.34330   0.91000   0.33000   0.33000 
 13.34670   0.98000   0.33000   0.33000 
 13.35000   1.04000   0.33000   0.33000 
 13.35330   1.08000   0.33000   0.33000 
 13.35670   1.11000   0.33000   0.33000 
 13.36000   1.13000   0.33000   0.33000 
 13.36330   1.13000   0.33000   0.33000 
 13.36670   1.12000   0.33000   0.33000 
 13.37000   1.10000   0.33000   0.33000 
 13.37330   1.06000   0.33000   0.33000 
 13.37670   0.99000   0.33000   0.33000 
 13.38000   0.90000   0.33000   0.33000 
 13.38330   0.78000   0.33000   0.33000 
 13.38670   0.65000   0.33000   0.33000 
 13.39000   0.51000   0.32000   0.32000 
 13.39330   0.37000   0.32000   0.32000 
 13.39670   0.24000   0.32000   0.32000 
 13.40000   0.13000   0.32000   0.32000 
 13.40330   0.04000   0.32000   0.32000 
 13.40670  -0.03000   0.32000   0.32000 
 13.41000  -0.07000   0.32000   0.32000 
 13.41330  -0.09000   0.32000   0.32000 
 13.41670  -0.08000   0.32000   0.32000 
 13.42000  -0.06000   0.32000   0.32000 
 13.42330  -0.02000   0.32000   0.32000 
 13.42670   0.04000   0.32000   0.32000 
 13.43000   0.10000   0.32000   0.32000 
 13.43330   0.18000   0.32000   0.32000 
 13.43670   0.26000   0.32000   0.32000 
 13.44000   0.34000   0.32000   0.32000 
 13.44330   0.41000   0.32000   0.32000 
 13.44670   0.47000   0.32000   0.32000 
 13.45000   0.51000   0.32000   0.32000 
 13.45330   0.54000   0.32000   0.32000 
 13.45670   0.56000   0.31000   0.31000 
 13.46000   0.57000   0.31000   0.31000 
 13.46330   0.56000   0.31000   0.31000 
 13.46670   0.55000   0.31000   0.31000 
 13.47000   0.54000   0.31000   0.31000 
 13.47330   0.51000   0.31000   0.31000 
 13.47670   0.48000   0.31000   0.31000 
 13.48000   0.44000   0.31000   0.31000 
 13.48330   0.39000   0.31000   0.31000 
 13.48670   0.33000   0.31000   0.31000 
 13.49000   0.28000   0.31000   0.31000 
 13.49330   0.22000   0.31000   0.31000 
 13.49670   0.18000   0.31000   0.31000 
 13.50000   0.16000   0.31000   0.31000 
 13.50330   0.18000   0.31000   0.31000 
 13.50670   0.24000   0.31000   0.31000 
 13.51000   0.34000   0.31000   0.31000 
 13.51330   0.47000   0.31000   0.31000 
 13.51670   0.62000   0.31000   0.31000 
 13.52000   0.77000   0.31000   0.31000 
 13.52330   0.91000   0.31000   0.31000 
 13.52670   1.03000   0.31000   0.31000 
 13.53000   1.13000   0.31000   0.31000 
 13.53330   1.21000   0.31000   0.31000 
 13.53670   1.28000   0.31000   0.31000 
 13.54000   1.33000   0.31000   0.31000 
 13.54330   1.36000   0.30000   0.30000 
 13.54670   1.40000   0.30000   0.30000 
 13.55000   1.42000   0.30000   0.30000 
 13.55330   1.45000   0.30000   0.30000 
 13.55670   1.49000   0.30000   0.30000 
 13.56000   1.53000   0.30000   0.30000 
 13.56330   1.57000   0.30000   0.30000 
 13.56670   1.60000   0.30000   0.30000 
 13.57000   1.62000   0.30000   0.30000 
 13.57330   1.61000   0.30000   0.30000 
 13.57670   1.59000   0.30000   0.30000 
 13.58000   1.54000   0.30000   0.30000 
 13.58330   1.49000   0.30000   0.30000 
 13.58670   1.44000   0.30000   0.30000 
 13.59000   1.39000   0.30000   0.30000 
 13.59330   1.35000   0.30000   0.30000 
 13.59670   1.33000   0.30000   0.30000 
 13.60000   1.32000   0.30000   0.30000 
 13.60330   1.33000   0.30000   0.30000 
 13.60670   1.36000   0.30000   0.30000 
 13.61000   1.39000   0.30000   0.30000 
 13.61330   1.44000   0.30000   0.30000 
 13.61670   1.50000   0.30000   0.30000 
 13.62000   1.55000   0.30000   0.30000 
 13.62330   1.62000   0.30000   0.30000 
 13.62670   1.69000   0.30000   0.30000 
 13.63000   1.76000   0.30000   0.30000 
 13.63330   1.83000   0.30000   0.30000 
 13.63670   1.91000   0.30000   0.30000 
 13.64000   1.98000   0.30000   0.30000 
 13.64330   2.05000   0.30000   0.30000 
 13.64670   2.12000   0.30000   0.30000 
 13.65000   2.17000   0.30000   0.30000 
 13.65330   2.22000   0.30000   0.30000 
 13.65670   2.26000   0.30000   0.30000 
 13.66000   2.28000   0.30000   0.30000 
 13.66330   2.30000   0.30000   0.30000 
 13.66670   2.31000   0.30000   0.30000 
 13.67000   2.30000   0.30000   0.30000 
 13.67330   2.29000   0.29000   0.29000 
 13.67670   2.27000   0.29000   0.29000 
 13.68000   2.24000   0.29000   0.29000 
 13.68330   2.22000   0.29000   0.29000 
 13.68670   2.19000   0.29000   0.29000 
 13.69000   2.16000   0.29000   0.29000 
 13.69330   2.15000   0.29000   0.29000 
 13.69670   2.14000   0.29000   0.29000 
 13.70000   2.14000   0.29000   0.29000 
 13.70330   2.16000   0.29000   0.29000 
 13.70670   2.17000   0.29000   0.29000 
 13.71000   2.19000   0.29000   0.29000 
 13.71330   2.21000   0.29000   0.29000 
 13.71670   2.23000   0.29000   0.29000 
 13.72000   2.24000   0.29000   0.29000 
 13.72330   2.26000   0.29000   0.29000 
 13.72670   2.28000   0.29000   0.29000 
 13.73000   2.31000   0.29000   0.29000 
 13.73330   2.35000   0.29000   0.29000 
 13.73670   2.40000   0.29000   0.29000 
 13.74000   2.45000   0.29000   0.29000 
 13.74330   2.52000   0.29000   0.29000 
 13.74670   2.58000   0.29000   0.29000 
 13.75000   2.63000   0.29000   0.29000 
 13.75330   2.67000   0.29000   0.29000 
 13.75670   2.68000   0.29000   0.29000 
 13.76000   2.67000   0.29000   0.29000 
 13.76330   2.63000   0.29000   0.29000 
 13.76670   2.58000   0.29000   0.29000 
 13.77000   2.52000   0.29000   0.29000 
 13.77330   2.46000   0.29000   0.29000 
 13.77670   2.40000   0.29000   0.29000 
 13.78000   2.36000   0.29000   0.29000 
 13.78330   2.32000   0.29000   0.29000 
 13.78670   2.30000   0.29000   0.29000 
 13.79000   2.28000   0.29000   0.29000 
 13.79330   2.27000   0.29000   0.29000 
 13.79670   2.27000   0.29000   0.29000 
 13.80000   2.28000   0.29000   0.29000 
 13.80330   2.29000   0.29000   0.29000 
 13.80670   2.31000   0.29000   0.29000 
 13.81000   2.33000   0.29000   0.29000 
 13.81330   2.34000   0.29000   0.29000 
 13.81670   2.33000   0.29000   0.29000 
 13.82000   2.31000   0.29000   0.29000 
 13.82330   2.26000   0.29000   0.29000 
 13.82670   2.20000   0.29000   0.29000 
 13.83000   2.12000   0.29000   0.29000 
 13.83330   2.04000   0.29000   0.29000 
 13.83670   1.95000   0.29000   0.29000 
 13.84000   1.87000   0.29000   0.29000 
 13.84330   1.79000   0.29000   0.29000 
 13.84670   1.71000   0.29000   0.29000 
 13.85000   1.64000   0.29000   0.29000 
 13.85330   1.58000   0.29000   0.29000 
 13.85670   1.51000   0.29000   0.29000 
 13.86000   1.45000   0.29000   0.29000 
 13.86330   1.38000   0.29000   0.29000 
 13.86670   1.31000   0.29000   0.29000 
 13.87000   1.24000   0.29000   0.29000 
 13.87330   1.16000   0.29000   0.29000 
 13.87670   1.09000   0.29000   0.29000 
 13.88000   1.02000   0.29000   0.29000 
 13.88330   0.95000   0.29000   0.29000 
 13.88670   0.89000   0.29000   0.29000 
 13.89000   0.83000   0.29000   0.29000 
 13.89330   0.79000   0.29000   0.29000 
 13.89670   0.76000   0.29000   0.29000 
 13.90000   0.74000   0.29000   0.29000 
 13.90330   0.73000   0.29000   0.29000 
 13.90670   0.72000   0.29000   0.29000 
 13.91000   0.73000   0.29000   0.29000 
 13.91330   0.73000   0.29000   0.29000 
 13.91670   0.75000   0.29000   0.29000 
 13.92000   0.77000   0.29000   0.29000 
 13.92330   0.81000   0.29000   0.29000 
 13.92670   0.85000   0.29000   0.29000 
 13.93000   0.89000   0.29000   0.29000 
 13.93330   0.95000   0.29000   0.29000 
 13.93670   1.01000   0.29000   0.29000 
 13.94000   1.06000   0.29000   0.29000 
 13.94330   1.11000   0.29000   0.29000 
 13.94670   1.16000   0.29000   0.29000 
 13.95000   1.19000   0.29000   0.29000 
 13.95330   1.21000   0.29000   0.29000 
 13.95670   1.23000   0.29000   0.29000 
 13.96000   1.23000   0.29000   0.29000 
 13.96330   1.24000   0.29000   0.29000 
 13.96670   1.25000   0.29000   0.29000 
